,Ticker,Industry,Ratio
1666,FEPI,Industry information not found,Information not available
1667,FEUZ,Industry information not found,Information not available
1668,FEX,Industry information not found,Information not available
1669,FEXD,Financial Services,Information not available
1670,FEXDR,Industry information not found,Information not available
1671,FEXDU,Financial Services,Information not available
1672,FEXDW,Financial Services,Information not available
1673,FFBC,Financial Services,Information not available
1674,FFIC,Financial Services,Information not available
1675,FFIE,Consumer Cyclical,-0.563931928702723
1676,FFIEW,Industry information not found,Information not available
1677,FFIN,Financial Services,Information not available
1678,FFIV,Technology,15.161461859507437
1679,FFNW,Financial Services,Information not available
1680,FGBI,Financial Services,Information not available
1681,FGBIP,Financial Services,Information not available
1682,FGEN,Healthcare,-0.13366908098278027
1683,FGF,Financial Services,Information not available
1684,FGFPP,Financial Services,Information not available
1685,FGI,Consumer Cyclical,13.886299131255251
1686,FGIWW,Industry information not found,Information not available
1687,FGM,Industry information not found,Information not available
1688,FHB,Financial Services,Information not available
1689,FHLT,Financial Services,Information not available
1690,FHLTU,Financial Services,Information not available
1691,FHLTW,Industry information not found,Information not available
1692,FHTX,Healthcare,-0.186268056670304
1693,FIAC,Financial Services,Information not available
1694,FIACU,Financial Services,Information not available
1695,FIACW,Financial Services,Information not available
1696,FIBK,Financial Services,Information not available
1697,FICS,Industry information not found,Information not available
1698,FICV,Financial Services,Information not available
1699,FICVU,Financial Services,Information not available
1700,FICVW,Financial Services,Information not available
1701,FID,Industry information not found,Information not available
1702,FINW,Financial Services,Information not available
1703,FINX,Industry information not found,Information not available
1704,FIP,Industrials,70.99508771929824
1705,FISI,Financial Services,Information not available
1706,FITB,Financial Services,Information not available
1707,FITBI,Financial Services,Information not available
1708,FITBO,Financial Services,Information not available
1709,FITBP,Financial Services,Information not available
1710,FIVE,Consumer Cyclical,27.170826485472958
1711,FIVN,Technology,-175.15887096586613
1712,FIXD,Industry information not found,Information not available
1713,FIXT,Industry information not found,Information not available
1714,FIXX,Healthcare,0.3669978333390652
1715,FIZZ,Consumer Defensive,20.175958100739965
1716,FJP,Industry information not found,Information not available
1717,FKU,Industry information not found,Information not available
1718,FKWL,Technology,-2.5972281904103762
1719,FLEX,Technology,7.081666533347972
1720,FLFV,Financial Services,Information not available
1721,FLFVR,Industry information not found,Information not available
1722,FLFVU,Financial Services,Information not available
1723,FLFVW,Industry information not found,Information not available
1724,FLGC,Healthcare,-0.4653808169596691
1725,FLGT,Healthcare,-10.705622510039627
1726,FLIC,Financial Services,Information not available
1727,FLJ,Real Estate,-1.2656269474842001
1728,FLL,Consumer Cyclical,26.965426540096118
1729,FLN,Industry information not found,Information not available
1730,FLNC,Utilities,-25.512623401082948
1731,FLNT,Communication Services,4.191297649391108
1732,FLUX,Industrials,-15.624975925925925
1733,FLWS,Consumer Cyclical,11.312883702341939
1734,FLXS,Consumer Cyclical,14.022036982682712
1735,FLYW,Technology,-196.75570516056044
1736,FMAO,Financial Services,Information not available
1737,FMB,Industry information not found,Information not available
1738,FMBH,Financial Services,Information not available
1739,FMED,Industry information not found,Information not available
1740,FMET,Industry information not found,Information not available
1741,FMHI,Industry information not found,Information not available
1742,FMNB,Financial Services,Information not available
1743,FMST,Basic Materials,Information not available
1744,FMSTW,Basic Materials,Information not available
1745,FNCB,Financial Services,Information not available
1746,FNCH,Healthcare,-0.1366608460312164
1747,FNGR,Communication Services,-44.51697017193148
1748,FNK,Industry information not found,Information not available
1749,FNKO,Consumer Cyclical,-32.146838090157374
1750,FNLC,Financial Services,Information not available
1751,FNVT,Financial Services,Information not available
1752,FNVTU,Financial Services,Information not available
1753,FNVTW,Financial Services,Information not available
1754,FNWB,Financial Services,Information not available
1755,FNWD,Financial Services,Information not available
1756,FNX,Industry information not found,Information not available
1757,FNY,Industry information not found,Information not available
1758,FOLD,Healthcare,-36.599994437147494
1759,FONR,Healthcare,5.064405080013972
1760,FORA,Healthcare,-4.522710903345639
1761,FORD,Consumer Cyclical,-3.956434999993385
1762,FORL,Financial Services,Information not available
1763,FORLU,Financial Services,Information not available
1764,FORLW,Industry information not found,Information not available
1765,FORM,Technology,81.66413921804339
1766,FORR,Industrials,9.829450276706355
1767,FORTY,Technology,6.343557776968237
1768,FOSL,Consumer Cyclical,-6.507888358794488
1769,FOSLL,Industry information not found,Information not available
1770,FOX,Communication Services,6.127876140312071
1771,FOXA,Communication Services,6.447006169469031
1772,FOXF,Consumer Cyclical,10.670211722636708
1773,FPA,Industry information not found,Information not available
1774,FPAY,Industrials,14.568005812377953
1775,FPXE,Industry information not found,Information not available
1776,FPXI,Industry information not found,Information not available
1777,FRAF,Financial Services,Information not available
1778,FRBA,Financial Services,Information not available
1779,FREE,Consumer Defensive,14.016036517899229
1780,FREEW,Consumer Defensive,Information not available
1781,FRES,Healthcare,-1.7815880882136645
1782,FRGT,Technology,-0.9727003628764346
1783,FRHC,Financial Services,Information not available
1784,FRLA,Financial Services,Information not available
1785,FRLAU,Financial Services,Information not available
1786,FRLAW,Financial Services,Information not available
1787,FRLN,Healthcare,-5.00030396871532
1788,FRME,Financial Services,Information not available
1789,FRMEP,Financial Services,Information not available
1790,FROG,Technology,-46.473530973302076
1791,FRPH,Real Estate,56.58146551874076
1792,FRPT,Consumer Defensive,494.6102003590664
1793,FRSH,Technology,-29.91994027675012
1794,FRST,Financial Services,Information not available
1795,FRSX,Consumer Cyclical,-18.395221752965
1796,FRTX,Healthcare,0.7490245113918583
1797,FRZA,Consumer Cyclical,44.05549744095356
1798,FSBC,Financial Services,Information not available
1799,FSBW,Financial Services,Information not available
1800,FSEA,Financial Services,Information not available
1801,FSFG,Financial Services,Information not available
1802,FSLR,Technology,19.499746366488406
1803,FSTR,Industrials,9.68085581514598
1804,FSV,Real Estate,21.32415303022214
1805,FSZ,Industry information not found,Information not available
1806,FTA,Industry information not found,Information not available
1807,FTAG,Industry information not found,Information not available
1808,FTAI,Industrials,12.959334384175552
1809,FTAIM,Industrials,9.169038973883481
1810,FTAIN,Industrials,9.007358615360841
1811,FTAIO,Industrials,8.949269046515221
1812,FTAIP,Industrials,9.046084005563282
1813,FTC,Industry information not found,Information not available
1814,FTCI,Technology,-1.2516514189855248
1815,FTCS,Industry information not found,Information not available
1816,FTDR,Consumer Cyclical,10.70511654054054
1817,FTDS,Industry information not found,Information not available
1818,FTEK,Industrials,-2.7342302746931617
1819,FTEL,Consumer Cyclical,-56.15354863431165
1820,FTFT,Technology,2.1386142111578943
1821,FTGC,Industry information not found,Information not available
1822,FTGS,Industry information not found,Information not available
1823,FTHI,Industry information not found,Information not available
1824,FTHM,Real Estate,-2.5093287856842497
1825,FTII,Financial Services,Information not available
1826,FTIIU,Financial Services,Information not available
1827,FTIIW,Financial Services,Information not available
1828,FTLF,Consumer Defensive,12.472698292220114
1829,FTNT,Technology,30.613460160119335
1830,FTQI,Industry information not found,Information not available
1831,FTRE,Healthcare,16.949480122324157
1832,FTRI,Industry information not found,Information not available
1833,FTSL,Industry information not found,Information not available
1834,FTSM,Industry information not found,Information not available
1835,FTXG,Industry information not found,Information not available
1836,FTXH,Industry information not found,Information not available
1837,FTXL,Industry information not found,Information not available
1838,FTXN,Industry information not found,Information not available
1839,FTXO,Industry information not found,Information not available
1840,FTXR,Industry information not found,Information not available
1841,FULC,Healthcare,-0.5515864536835504
1842,FULT,Financial Services,Information not available
1843,FULTP,Financial Services,Information not available
1844,FUNC,Financial Services,Information not available
1845,FUND,Financial Services,Information not available
1846,FUSB,Financial Services,Information not available
1847,FUSN,Healthcare,-2.6027803105946337
1848,FUTU,Financial Services,Information not available
1849,FUV,Consumer Cyclical,-0.49918903761614514
1850,FV,Industry information not found,Information not available
1851,FVC,Industry information not found,Information not available
1852,FVCB,Financial Services,Information not available
1853,FWBI,Healthcare,-0.0772105525114011
1854,FWONA,Communication Services,26.5452416
1855,FWONK,Communication Services,28.9369856
1856,FWRD,Industrials,9.098279239849182
1857,FWRG,Consumer Cyclical,21.416393718783304
1858,FXNC,Financial Services,Information not available
1859,FYBR,Communication Services,7.106907636363636
1860,FYC,Industry information not found,Information not available
1861,FYT,Industry information not found,Information not available
1862,FYX,Industry information not found,Information not available
1863,GABC,Financial Services,Information not available
1864,GAIA,Communication Services,16.4217381663113
1865,GAIN,Financial Services,Information not available
1866,GAINL,Industry information not found,Information not available
1867,GAINN,Industry information not found,Information not available
1868,GAINZ,Industry information not found,Information not available
1869,GALT,Healthcare,Information not available
1870,GAMB,Consumer Cyclical,12.527538995323578
1871,GAMC,Financial Services,Information not available
1872,GAMCU,Financial Services,Information not available
1873,GAMCW,Industry information not found,Information not available
1874,GAME,Communication Services,-1.6014238938305678
1875,GAN,Consumer Cyclical,-5.685032082107227
1876,GANX,Healthcare,-1.0477272989750641
1877,GASS,Industrials,4.180994597829719
1878,GATE,Financial Services,Information not available
1879,GATEU,Financial Services,Information not available
1880,GATEW,Financial Services,Information not available
1881,GBBK,Financial Services,Information not available
1882,GBBKR,Industry information not found,Information not available
1883,GBBKW,Financial Services,Information not available
1884,GBDC,Financial Services,Information not available
1885,GBIO,Healthcare,0.6201294055252881
1886,GBNH,Healthcare,-4.0715613141459555
1887,GBNY,Financial Services,Information not available
1888,GCBC,Financial Services,Information not available
1889,GCMG,Financial Services,-83.72667122618466
1890,GCMGW,Financial Services,Information not available
1891,GCT,Technology,5.634734022230911
1892,GCTK,Healthcare,0.293542107917297
1893,GDC,Communication Services,7.298886427170268
1894,GDEN,Consumer Cyclical,8.074589132435529
1895,GDEV,Communication Services,12.41333861932259
